sim_name,p_rel_l2,tau_rel_l2,p_mae,tau_mae,cl_head,cd_head,cl_int,cd_int,cl_true,cd_true,sym_residual,antisym_cl_gap
airFoil2D_SST_31.812_1.334_0.371_3.287_0.0_19.548,0.373980673,0.2927747158,90.95257792,0.2885270128,0.4859069586,0.01352734677,0.1040067002,-0.02406495251,0.1494156718,0.01156413369,4.252420886,0.3837562203
airFoil2D_SST_31.863_-1.58_1.567_6.956_10.028,0.8921567327,0.6677960706,129.5916757,0.715221532,0.2852728665,0.00945148617,-0.08320143819,-0.02629140578,0.05126406252,0.009225948714,17.37198434,0.4131622612
airFoil2D_SST_32.137_12.122_4.854_5.202_9.247,0.1320139578,0.2014404696,190.8596492,1.174644771,1.264379978,0.01425220445,1.586117029,-0.0250775367,1.674978018,0.02423187718,0.9858647282,0.6008518338
airFoil2D_SST_32.432_14.036_6.578_2.722_5.928,0.4820098134,1.024990242,1081.130778,6.282512816,1.181930065,0.01240724884,1.247176409,-0.2055416107,1.846978068,0.03541012481,0.9175090879,0.3464967012
airFoil2D_SST_32.66_1.2_3.249_6.689_1.0_18.317,0.3487928639,0.4240099598,86.6238126,0.4335749068,0.5105588436,0.01336420979,0.3793182075,-0.01912873983,0.4176615775,0.01192494482,4.567595429,0.467638433
airFoil2D_SST_32.892_-0.128_5.528_3.635_15.155,0.8093848563,0.505837771,151.6141757,0.5323534645,0.3890196979,0.01175129414,0.3729324937,-0.04396677762,0.5279270411,0.01148022804,7.895883091,0.5453259647
airFoil2D_SST_33.012_6.968_1.841_4.84_5.618,0.2702176149,0.4120662982,288.8722247,2.53084715,0.8825780749,0.009889530018,0.946727097,0.001722947694,0.9567072988,0.01227645855,1.28445992,0.5146037936
airFoil2D_SST_33.33_14.375_1.036_3.451_12.655,0.09113662369,0.2053310142,103.5181483,1.05366649,1.317538023,0.01681921817,1.520520806,0.026448939,1.477641344,0.02493859828,1.067538448,0.3477529287
airFoil2D_SST_33.984_-1.17_6.811_0.0_14.338,0.4096236671,0.2845542896,85.46041463,0.3035850185,0.2466082573,0.0108525008,-0.1636673659,-0.0196890384,-0.1185160354,0.009997952729,9.062026579,0.2770590782
airFoil2D_SST_34.806_8.99_2.295_5.593_1.0_19.795,0.1007787658,0.08596871918,35.40679162,0.1837270528,0.9778577685,0.01598866656,1.118723869,0.03625611216,1.025509834,0.01789497398,1.425367253,0.3872376084
