sim_name,p_rel_l2,tau_rel_l2,p_mae,tau_mae,cl_head,cd_head,cl_int,cd_int,cl_true,cd_true,sym_residual,antisym_cl_gap
airFoil2D_SST_31.812_1.334_0.371_3.287_0.0_19.548,0.01855463562,0.03121414548,4.134344381,0.02965856442,0.1252532601,0.01149276178,0.161913991,0.01069431845,0.1494156718,0.01156413369,4.8069224,0.08255702257
airFoil2D_SST_31.863_-1.58_1.567_6.956_10.028,0.02899915812,0.02556970959,5.304621285,0.03831751944,0.02620947361,0.009174153209,0.03964212164,0.008527156897,0.05126406252,0.009225948714,20.7985367,0.2466843128
airFoil2D_SST_32.137_12.122_4.854_5.202_9.247,0.02458925039,0.01816626412,39.36258333,0.1147099635,1.702603817,0.02617150545,1.698468089,0.02237887681,1.674978018,0.02423187718,0.9544221907,0.8211351633
airFoil2D_SST_32.432_14.036_6.578_2.722_5.928,0.08313340503,0.08859856831,187.5684989,0.6728267385,1.74510932,0.03130666912,1.952737689,0.1014685109,1.846978068,0.03541012481,1.050124341,0.5061932802
airFoil2D_SST_32.66_1.2_3.249_6.689_1.0_18.317,0.01901618928,0.03265128818,4.342327354,0.03413009666,0.4187358022,0.01190709043,0.4042251408,0.01163929235,0.4176615775,0.01192494482,6.2734464,0.3741366267
airFoil2D_SST_32.892_-0.128_5.528_3.635_15.155,0.02983305764,0.04638009865,7.990940664,0.05073582008,0.5138492584,0.01150755677,0.5044720769,0.01183307823,0.5279270411,0.01148022804,9.212535682,0.5691795349
airFoil2D_SST_33.012_6.968_1.841_4.84_5.618,0.0345725879,0.02230057156,39.85458594,0.1620636691,0.9544157982,0.01231709775,0.9216215611,0.005076488946,0.9567072988,0.01227645855,1.263637269,0.6104795039
airFoil2D_SST_33.33_14.375_1.036_3.451_12.655,0.01931280346,0.0122178221,29.04877186,0.07118716375,1.464406967,0.02400779352,1.505722165,0.0267519746,1.477641344,0.02493859828,1.09390504,0.3270763159
airFoil2D_SST_33.984_-1.17_6.811_0.0_14.338,0.009013646773,0.01594398151,2.281999672,0.01942338336,-0.1179587245,0.01002055407,-0.1146210805,0.009839093313,-0.1185160354,0.009997952729,9.667982083,0.04055953026
airFoil2D_SST_34.806_8.99_2.295_5.593_1.0_19.795,0.00854597679,0.01129120422,3.124347049,0.02566072225,1.028903604,0.01789316721,1.027533531,0.01654970832,1.025509834,0.01789497398,1.566029872,0.3295961022
airFoil2D_SST_35.44_14.039_5.196_1.691_9.27,0.04040275419,0.03802617169,66.9392063,0.1877333863,1.785492182,0.02854423225,1.825790763,0.05612729117,1.787724257,0.02860809118,1.099923483,0.4104474783
airFoil2D_SST_35.49_10.54_0.884_6.154_1.0_10.173,0.005833429237,0.005369158994,7.714804544,0.03011176465,1.181752801,0.01542865206,1.190832257,0.01635012776,1.184661388,0.01546059549,0.9950962004,0.3124775887
airFoil2D_SST_35.507_5.777_1.428_6.645_0.0_10.474,0.01185184462,0.009106017127,4.816227109,0.02954523526,0.7693243623,0.01100649126,0.7758412361,0.01097821258,0.765158236,0.01096434426,3.710810161,0.3684127331
airFoil2D_SST_35.516_-1.874_3.784_5.907_1.0_18.714,0.02061505021,0.02494491794,4.9254974,0.03448942259,0.1386235356,0.01127134636,0.1363941431,0.01124761999,0.1334129274,0.01132505853,7.451041457,0.170938313
airFoil2D_SST_36.155_8.69_3.296_7.636_1.0_8.571,0.007204179128,0.007271962813,8.509945016,0.044173431,1.282002211,0.01440590248,1.261687517,0.01238896232,1.273425817,0.01437043864,0.9740848965,0.4971159697
airFoil2D_SST_37.191_5.448_2.812_0.0_12.933,0.00712101655,0.007724755898,2.501947244,0.02219290442,0.5832232833,0.01077694912,0.5844701529,0.0110243205,0.5829787254,0.01075567957,3.038368753,0.2226211429
airFoil2D_SST_37.251_6.299_1.193_5.155_17.506,0.009589384802,0.009136770706,3.285520957,0.02172366522,0.7531260252,0.01296466868,0.7527816296,0.01323334221,0.7558131814,0.01295448467,2.220940925,0.2107682228
airFoil2D_SST_37.291_-2.407_6.767_0.0_6.039,0.03029637057,0.01417751756,6.539205556,0.04502084766,-0.2586234808,0.008378847502,-0.2618291974,0.008478309959,-0.2631423175,0.008393038064,29.7250138,0.01109230518
airFoil2D_SST_38.268_-1.682_6.363_5.449_13.343,0.02603805237,0.03626328428,9.123441249,0.05753380506,0.5311922431,0.01110316999,0.523450315,0.01068294607,0.5399146676,0.01120305341,9.585262272,0.5809230804
airFoil2D_SST_38.731_9.437_2.626_6.388_1.0_14.922,0.004074417252,0.005845163562,2.866849453,0.02139673275,1.196738362,0.01614128798,1.199242115,0.01631461084,1.197959661,0.01623897441,1.306032008,0.2956511974
airFoil2D_SST_39.019_-2.224_0.696_4.875_13.154,0.01332093304,0.01561761592,3.957898444,0.03032482805,-0.1711093783,0.009615496732,-0.161170274,0.009150786325,-0.1619052142,0.009600533172,10.43746862,0.05832660198
airFoil2D_SST_39.01_8.67_0.874_3.693_1.0_16.259,0.004472194476,0.007338911215,2.497754356,0.02583736829,0.9387816191,0.01406472083,0.9406747818,0.01451191027,0.9394221306,0.01412782818,1.40812367,0.1113936901
airFoil2D_SST_39.204_6.325_3.319_3.611_8.695,0.02710057127,0.01351762882,17.89415313,0.06590998126,1.005125761,0.01163469348,1.010581732,0.01148899179,1.026914477,0.01168775372,1.938715788,0.3368239999
airFoil2D_SST_39.31_8.883_4.707_0.0_12.552,0.003355907421,0.005495864983,3.331894074,0.02422319833,0.9389054775,0.01302230451,0.9367095232,0.0125478385,0.939066112,0.01306656655,1.180041873,0.1570345163
airFoil2D_SST_39.45_1.609_0.12_5.114_1.0_18.279,0.0111273817,0.0153412082,3.561162621,0.02052226192,0.1582474113,0.01080362964,0.169169426,0.01090427488,0.1694190204,0.01082696859,3.719901016,0.02444401383
airFoil2D_SST_39.497_-4.94_0.473_3.219_1.0_16.447,0.01934060254,0.02184361077,6.289887117,0.05236903622,-0.4881566167,0.01120216772,-0.4705914855,0.0111271264,-0.4783183634,0.01114715543,7.754764807,0.3079941273
airFoil2D_SST_39.741_14.642_3.175_3.316_1.0_10.583,0.007209248543,0.01585761058,16.89408022,0.1167348747,1.602724314,0.02594858594,1.645632267,0.03256257623,1.618652463,0.02643126249,1.075248033,0.005683422089
airFoil2D_SST_40.386_12.852_6.446_2.175_5.908,0.06784018772,0.09400183158,175.0694174,0.694252425,1.7486341,0.02446840703,1.87486589,0.05788600072,1.835400581,0.02533341199,1.06473769,0.2818572521
airFoil2D_SST_40.539_-2.945_3.79_7.613_1.0_16.903,0.0144363118,0.01718640997,4.741742893,0.03613678956,0.08620882034,0.01079339627,0.08502939343,0.01160676405,0.08598602563,0.0107203899,7.855677265,0.1232597828
airFoil2D_SST_40.676_-2.366_6.027_6.14_15.943,0.02490484725,0.02644825543,10.61986221,0.05082864609,0.4069390595,0.0115806032,0.4161063731,0.01048415154,0.4300821126,0.01188758016,7.400580581,0.4355950058
airFoil2D_SST_40.889_1.007_0.351_5.275_0.0_13.936,0.01021507362,0.01392082185,3.28716645,0.02087160728,0.1366505623,0.009628604166,0.142823264,0.009416257031,0.1372909248,0.009625558741,6.116417948,0.01277279854
airFoil2D_SST_41.044_-0.773_1.334_6.785_1.0_16.207,0.006106564538,0.01245263029,2.134661833,0.01843690462,0.05691707134,0.01015982963,0.05061455071,0.01003393438,0.04865893349,0.01014598273,5.875485406,0.01812171936
airFoil2D_SST_41.46_9.803_3.08_4.075_9.069,0.007516051409,0.005642100033,15.04757263,0.04689270301,1.344026208,0.01541181002,1.33749187,0.01472909097,1.347303033,0.01539843529,1.045434182,0.2606419325
airFoil2D_SST_41.987_6.655_3.211_6.639_1.0_12.572,0.007672248126,0.007598611412,3.857705939,0.03092861059,1.017367721,0.01270639338,1.028214216,0.01385300234,1.020069599,0.01274521463,2.131348325,0.2475270629
airFoil2D_SST_42.34_1.874_0.761_3.136_1.0_10.022,0.0131824186,0.01318091554,3.826999701,0.02948207103,0.2523782253,0.008879991248,0.2481749654,0.008594496176,0.2542215884,0.008876411244,9.538681963,0.02609810233
airFoil2D_SST_42.852_2.968_4.36_4.68_15.63,0.01767312375,0.0152886895,7.647226226,0.0361242462,0.7586030364,0.01201860234,0.7555233836,0.01269570459,0.7634469271,0.01198183279,3.91481263,0.3306924701
airFoil2D_SST_43.007_1.079_3.697_3.071_1.0_12.272,0.01833843556,0.03263272707,5.938792405,0.05978414133,0.3600443602,0.009557863697,0.354732722,0.0108642485,0.3515321314,0.009593703784,7.999721706,0.188765347
airFoil2D_SST_43.071_6.024_6.914_5.245_8.861,0.07191473426,0.03446942955,61.90938908,0.1790179385,1.356909275,0.01476259064,1.342096686,0.01584045589,1.399172783,0.0149151627,1.615012076,0.6082650423
airFoil2D_SST_43.22_2.151_0.231_7.553_1.0_8.814,0.01379964839,0.01373902935,4.390145865,0.03359698341,0.2579286098,0.008632389829,0.2661373317,0.008659984916,0.2619852424,0.008633697405,10.45370828,0.008051991463
airFoil2D_SST_43.485_4.923_6.434_0.0_16.699,0.007245758483,0.00800849155,2.732198057,0.02109901852,0.5113511086,0.01117731165,0.5113384128,0.01165729947,0.5136647224,0.01114593539,2.307185858,0.04435384274
airFoil2D_SST_43.677_-1.764_0.243_7.109_0.0_19.17,0.01331933663,0.01370968479,5.508149085,0.02404197877,-0.1597438455,0.01087102946,-0.1601987928,0.01185909286,-0.1496569216,0.01087458897,4.097089871,0.2285089493
airFoil2D_SST_43.705_13.408_1.172_7.422_1.0_10.039,0.0127111273,0.007936883134,37.76053937,0.09194732385,1.468566179,0.02179219201,1.470964551,0.01911704615,1.464735389,0.02127373219,1.076092701,0.01231431961
airFoil2D_SST_44.227_-4.876_2.759_4.844_17.236,0.01328429806,0.01558570261,6.315765938,0.03672277524,-0.2310553789,0.01086567435,-0.2294283956,0.01067783032,-0.2270797789,0.0108504761,6.504908071,0.1518552899
airFoil2D_SST_44.638_-2.059_2.312_4.328_1.0_17.415,0.008764684326,0.01427329777,3.156219376,0.02544612769,-0.03526371717,0.01037215814,-0.03469637036,0.01051392872,-0.03935065866,0.01033164095,5.761193818,0.1105355024
