sim_name,p_rel_l2,tau_rel_l2,p_mae,tau_mae,cl_head,cd_head,cl_int,cd_int,cl_true,cd_true,sym_residual,antisym_cl_gap
airFoil2D_SST_31.812_1.334_0.371_3.287_0.0_19.548,3.979764245,3.880476392,1177.19679,5.158880189,0.7106416821,0.01286103949,0.02839037403,0.02184359729,0.1494156718,0.01156413369,0.0003783659481,0.0765042305
airFoil2D_SST_31.863_-1.58_1.567_6.956_10.028,4.751237847,3.101334665,1150.187154,5.500069388,0.7106416821,0.01286103949,0.02845656499,0.01983752288,0.05126406252,0.009225948714,0.0003783659481,0.0765042305
airFoil2D_SST_32.137_12.122_4.854_5.202_9.247,0.8178237382,0.8947429784,1629.710094,7.078873474,0.7106416821,0.01286103949,0.0225638561,0.02553345822,1.674978018,0.02423187718,0.0003783659481,0.0765042305
airFoil2D_SST_32.432_14.036_6.578_2.722_5.928,0.883591566,0.9908787214,2266.923186,8.205494357,0.7106416821,0.01286103949,0.02121339552,0.02612721361,1.846978068,0.03541012481,0.0003783659481,0.0765042305
airFoil2D_SST_32.66_1.2_3.249_6.689_1.0_18.317,3.749636708,3.736057078,1186.534602,5.159415336,0.7106416821,0.01286103949,0.02690649964,0.02065601386,0.4176615775,0.01192494482,0.0003783659481,0.0765042305
airFoil2D_SST_32.892_-0.128_5.528_3.635_15.155,3.779790099,3.596755477,1183.432278,5.300097041,0.7106416821,0.01286103949,0.02671050467,0.01963701844,0.5279270411,0.01148022804,0.0003783659481,0.0765042305
airFoil2D_SST_33.012_6.968_1.841_4.84_5.618,0.8655484012,0.9416239065,1402.649991,8.038722617,0.7106416821,0.01286103949,0.02328578196,0.02207471989,0.9567072988,0.01227645855,0.0003783659481,0.0765042305
airFoil2D_SST_33.33_14.375_1.036_3.451_12.655,0.8143512032,0.8765388687,1534.736171,6.65229501,0.7106416821,0.01286103949,0.02021196112,0.02479256317,1.477641344,0.02493859828,0.0003783659481,0.0765042305
airFoil2D_SST_33.984_-1.17_6.811_0.0_14.338,3.903027884,3.405600034,1176.745827,5.384125698,0.7106416821,0.01286103949,0.02526472323,0.01783095673,-0.1185160354,0.009997952729,0.0003783659481,0.0765042305
airFoil2D_SST_34.806_8.99_2.295_5.593_1.0_19.795,1.999536828,1.435487921,929.5078912,4.137560317,0.7106416821,0.01286103949,0.02109445073,0.02130126581,1.025509834,0.01789497398,0.0003783659481,0.0765042305
airFoil2D_SST_35.44_14.039_5.196_1.691_9.27,0.8303968021,0.9369731495,1659.764272,6.54932737,0.7106416821,0.01286103949,0.01791009866,0.02196964994,1.787724257,0.02860809118,0.0003783659481,0.0765042305
airFoil2D_SST_35.49_10.54_0.884_6.154_1.0_10.173,0.8350113824,0.8896120326,1409.004647,6.666541227,0.7106416821,0.01286103949,0.01912950166,0.02055395208,1.184661388,0.01546059549,0.0003783659481,0.0765042305
airFoil2D_SST_35.507_5.777_1.428_6.645_0.0_10.474,1.869362815,1.092416026,891.5549247,4.751096886,0.7106416821,0.01286103949,0.02076523751,0.01887718216,0.765158236,0.01096434426,0.0003783659481,0.0765042305
airFoil2D_SST_35.516_-1.874_3.784_5.907_1.0_18.714,3.320621757,3.168812591,1176.052002,5.55799281,0.7106416821,0.01286103949,0.02371965162,0.01628005505,0.1334129274,0.01132505853,0.0003783659481,0.0765042305
airFoil2D_SST_36.155_8.69_3.296_7.636_1.0_8.571,0.861302496,0.907279238,1178.770682,6.214192626,0.7106416821,0.01286103949,0.01901080459,0.01915634423,1.273425817,0.01437043864,0.0003783659481,0.0765042305
airFoil2D_SST_37.191_5.448_2.812_0.0_12.933,2.147164549,1.173930678,953.5637134,4.449918033,0.7106416821,0.01286103949,0.0191631671,0.01717785746,0.5829787254,0.01075567957,0.0003783659481,0.0765042305
airFoil2D_SST_37.251_6.299_1.193_5.155_17.506,2.348163932,1.38359543,995.3883652,4.088517872,0.7106416821,0.01286103949,0.01908518188,0.01754209772,0.7558131814,0.01295448467,0.0003783659481,0.0765042305
airFoil2D_SST_37.291_-2.407_6.767_0.0_6.039,3.08806491,1.599309362,1018.249416,6.325339284,0.7106416821,0.01286103949,0.02088562585,0.01420507859,-0.2631423175,0.008393038064,0.0003783659481,0.0765042305
airFoil2D_SST_38.268_-1.682_6.363_5.449_13.343,2.959125611,2.553582586,1212.880797,5.34504199,0.7106416821,0.01286103949,0.01999224164,0.01383350324,0.5399146676,0.01120305341,0.0003783659481,0.0765042305
